hw1,hw2,hw3,hw4,hw5,hw6,hw7,hw8,hw9,hw10,hw11,hw12,exam1,exam2,exam3,exam4,bonus
5,5,5,5,5,5,4,4.75,5,5,5,0,7.08,8.75,8.13,0,1.3
